year,country_code,country,type,indicator,indicator_name,value,yoy_change_pct,period
2017,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),343673334902.33,7.516700088059047,Pre-Trade War
2018,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),377123710560.614,9.733189125013265,Trade War 1.0
2019,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),376161998830.048,-0.2550122688219192,Trade War 1.0
2020,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),349165858544.568,-7.1767324635248375,Trade War 1.0
2021,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),436591382250.464,25.038394094517933,Recovery
2022,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),509017841146.557,16.58907203407496,Recovery
2023,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),505439514078.019,-0.7029865712521732,Recovery
2024,SG,Singapore,GDP,NY.GDP.MKTP.CD,GDP (current USD),547386645891.847,8.299139787348153,Recovery
2015,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),301355266964.947,,Pre-Trade War
2016,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),301256033870.334,-0.03292893985641365,Pre-Trade War
2017,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),319109094160.343,5.926208368557795,Pre-Trade War
2018,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),358788845712.53,12.43454112663085,Trade War 1.0
2019,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),365177721021.516,1.780678353112708,Trade War 1.0
2020,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),337456163961.211,-7.591250907300462,Trade War 1.0
2021,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),373784553029.978,10.765365386226232,Recovery
2022,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),407830525989.553,9.108448351755305,Recovery
2023,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),399949418752.657,-1.9324466254146633,Recovery
2024,MY,Malaysia,GDP,NY.GDP.MKTP.CD,GDP (current USD),422227005428.688,5.570101025652008,Recovery
2015,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.94555045484053,,Pre-Trade War
2016,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.81945147788167,-38.2305105352482,Pre-Trade War
2017,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.45762229852507,35.074901881219844,Pre-Trade War
2018,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.96650506901305,20.706305065403384,Trade War 1.0
2019,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.58382533412825,-12.900019584733657,Trade War 1.0
2020,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-2.16302914036166,-183.71421673870375,Trade War 1.0
2021,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.05505293244555,-379.93395093295607,Recovery
2022,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.51237531986017,-58.50778931431311,Recovery
2023,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.88755600749487,14.933305731389733,Recovery
2024,US,USA,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.79300127716779,-3.274559180208325,Recovery
2015,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),0.649971001734855,,Pre-Trade War
2016,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.03855092490855,59.78419377734176,Pre-Trade War
2017,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.03383491200222,192.1219209611089,Pre-Trade War
2018,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.74296344906655,-9.587583747057128,Trade War 1.0
2019,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.90843194590616,-30.42444854467117,Trade War 1.0
2020,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-5.03823343468899,-363.9985903346813,Trade War 1.0
2021,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.95052802804381,-218.1074300184969,Recovery
2022,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.18903628100851,-29.6022762809232,Recovery
2023,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.52874550838358,-63.506033229783,Recovery
2024,CA,Canada,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.55479521049516,1.7039920620354643,Recovery
2015,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.56062669680782,,Pre-Trade War
2016,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),0.753826745789127,-51.69717733708901,Pre-Trade War
2017,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.67533175173359,122.2436071805605,Pre-Trade War
2018,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),0.643391023533141,-61.59620189449782,Trade War 1.0
2019,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-0.402169200894946,-162.5077419772597,Trade War 1.0
2020,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-4.16876457146743,936.5698224007931,Trade War 1.0
2021,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.69657404187188,-164.6852081868147,Recovery
2022,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),0.941998775483285,-65.06683069494439,Recovery
2023,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.47503481053384,56.58563990989107,Recovery
2024,JP,Japan,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),0.104309021773304,-92.92836880672986,Recovery
2015,KR,South Korea,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.92029267301234,,Pre-Trade War
2016,KR,South Korea,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.17152748983935,8.6030697932703,Pre-Trade War
2017,KR,South Korea,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.433191763972,8.25041797591053,Pre-Trade War
2018,KR,South Korea,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.17611568177327,-7.48796163664649,Trade War 1.0
2019,KR,South Korea,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.31380210595475,-27.14994232631597,Trade War 1.0
2020,KR,South Korea,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-0.700242317542106,-130.2637081944034,Trade War 1.0
2021,KR,South Korea,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.61296795454287,-758.7673779463478,Recovery
2022,KR,South Korea,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.72756456708991,-40.871807609159895,Recovery
2023,KR,South Korea,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.58301467403629,-41.96233910879557,Recovery
2024,KR,South Korea,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.00361101838986,26.569326946360828,Recovery
2015,IN,India,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),7.99625378571471,,Pre-Trade War
2016,IN,India,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),8.25630550179086,3.2521693663692064,Pre-Trade War
2017,IN,India,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.79538341897911,-17.69462240096208,Pre-Trade War
2018,IN,India,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.45385134497769,-5.0259426575922195,Trade War 1.0
2019,IN,India,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.87143694070356,-40.013540229490005,Trade War 1.0
2020,IN,India,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-5.77772470686801,-249.23979895222104,Trade War 1.0
2021,IN,India,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),9.68959249192875,-267.70602587573416,Recovery
2022,IN,India,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),7.60936497768895,-21.46867905923382,Recovery
2023,IN,India,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),9.19075493028345,20.782154059257472,Recovery
2024,IN,India,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.49476552383821,-29.333710091235055,Recovery
2015,GB,UK,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.14040560033371,,Pre-Trade War
2016,GB,UK,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.20652020635357,3.0888821263386657,Pre-Trade War
2017,GB,UK,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.02322219840339,37.0131209176406,Pre-Trade War
2018,GB,UK,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.55133095078786,-48.686174916050106,Trade War 1.0
2019,GB,UK,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.25629899760824,-19.01798923239332,Trade War 1.0
2020,GB,UK,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-10.047896637362,-899.8013734382763,Trade War 1.0
2021,GB,UK,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),8.5431118453255,-185.02388264583533,Recovery
2022,GB,UK,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.14970388522993,-39.720982488978265,Recovery
2023,GB,UK,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),0.271650048355255,-94.72493847395022,Recovery
2024,GB,UK,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.1264226705118,314.6594772693364,Recovery
2015,FR,France,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.06675474783462,,Pre-Trade War
2016,FR,France,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),0.860031075424033,-19.37874406748228,Pre-Trade War
2017,FR,France,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.08361485997399,142.2720433615351,Pre-Trade War
2018,FR,France,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.64590872395887,-21.007055786719818,Trade War 1.0
2019,FR,France,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.02744646419237,23.18097806273216,Trade War 1.0
2020,FR,France,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-7.44064589948231,-466.9959247208176,Trade War 1.0
2021,FR,France,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.88233783360239,-192.49651074083818,Recovery
2022,FR,France,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.71676264185913,-60.52558436473747,Recovery
2023,FR,France,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.43921494437743,-47.02463431282502,Recovery
2024,FR,France,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.19046798275883,-17.283517141784678,Recovery
2015,AU,Australia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.16434780647852,,Pre-Trade War
2016,AU,Australia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.75564065529868,27.319677874796678,Pre-Trade War
2017,AU,Australia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.29331030192918,-16.777599520478436,Pre-Trade War
2018,AU,Australia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.87417039499501,25.328456100214545,Trade War 1.0
2019,AU,Australia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.19401703622717,-23.664336670930773,Trade War 1.0
2020,AU,Australia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-0.133531904304775,-106.08618356648662,Trade War 1.0
2021,AU,Australia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.00694844335034,-1602.9729814753891,Recovery
2022,AU,Australia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.25304559238732,111.91603633262308,Recovery
2023,AU,Australia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.58382100798981,-15.735184818977233,Recovery
2024,AU,Australia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.37340773365975,-61.677557818935156,Recovery
2015,VN,Vietnam,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.98715430598611,,Pre-Trade War
2016,VN,Vietnam,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.69000892660424,-4.252738187380456,Pre-Trade War
2017,VN,Vietnam,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),6.94019037359206,3.73962799949219,Pre-Trade War
2018,VN,Vietnam,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),7.46500685572751,7.561989713314143,Trade War 1.0
2019,VN,Vietnam,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),7.35926270105006,-1.4165312466701607,Trade War 1.0
2020,VN,Vietnam,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.86541320912272,-61.06385482456188,Trade War 1.0
2021,VN,Vietnam,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.55372852648131,-10.87747769323768,Recovery
2022,VN,Vietnam,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),8.53750046755788,234.31511529228177,Recovery
2023,VN,Vietnam,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.06502391455075,-40.67322240511009,Recovery
2024,VN,Vietnam,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),7.09118746633975,40.00304018246108,Recovery
2015,SG,Singapore,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2.97679931634806,,Pre-Trade War
2016,SG,Singapore,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.74757848792792,25.89288325037151,Pre-Trade War
2017,SG,Singapore,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.47689915845876,19.461117969382148,Pre-Trade War
2018,SG,Singapore,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.4519759658687,-22.89359568561078,Trade War 1.0
2019,SG,Singapore,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.30804118153127,-62.10746556567934,Trade War 1.0
2020,SG,Singapore,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-3.81470885510713,-391.6352259369546,Trade War 1.0
2021,SG,Singapore,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),9.7568044629903,-355.7679978624816,Recovery
2022,SG,Singapore,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.10800021897151,-57.8960485007765,Recovery
2023,SG,Singapore,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1.82140694115385,-55.661956084075804,Recovery
2024,SG,Singapore,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.38802362461865,140.91396191994656,Recovery
2015,MY,Malaysia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.09153242155011,,Pre-Trade War
2016,MY,Malaysia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.44978139761541,-12.604280417001068,Pre-Trade War
2017,MY,Malaysia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.81272240983328,30.629392557312052,Pre-Trade War
2018,MY,Malaysia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.84308697634881,-16.681261638163814,Trade War 1.0
2019,MY,Malaysia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),4.41318742129586,-8.876560696769687,Trade War 1.0
2020,MY,Malaysia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),-5.45684658426701,-223.64864809355177,Trade War 1.0
2021,MY,Malaysia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.31534954399166,-160.7557770370595,Recovery
2022,MY,Malaysia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),9.03173723044451,172.42187017090075,Recovery
2023,MY,Malaysia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),3.5370638041057,-60.83739247657874,Recovery
2024,MY,Malaysia,GDP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),5.10545921024041,44.3417335111165,Recovery
2015,US,USA,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.118627135552451,,Pre-Trade War
2016,US,USA,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.26158320570536,963.4861912749725,Pre-Trade War
2017,US,USA,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.13011000365961,68.84419466163159,Pre-Trade War
2018,US,USA,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.44258329692817,14.669350067917563,Trade War 1.0
2019,US,USA,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.81221007526021,-25.80764481852992,Trade War 1.0
2020,US,USA,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.23358439630629,-31.929282750005505,Trade War 1.0
2021,US,USA,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),4.69785886363742,280.8299519436347,Recovery
2022,US,USA,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),8.00279982052121,70.34994138425151,Recovery
2023,US,USA,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),4.11633838374488,-48.5637717291198,Recovery
2024,US,USA,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.94952520485207,-28.34590041237791,Recovery
2015,DE,Germany,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.514426137125456,,Pre-Trade War
2016,DE,Germany,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.491747008445174,-4.408626825808259,Pre-Trade War
2017,DE,Germany,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.50949485109628,206.96574156476584,Pre-Trade War
2018,DE,Germany,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.73216879766941,14.751553899730862,Trade War 1.0
2019,DE,Germany,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.44565976888253,-16.54047972532301,Trade War 1.0
2020,DE,Germany,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.144877925813981,-89.9784216914351,Trade War 1.0
2021,DE,Germany,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.06666666666673,2016.7245799779323,Recovery
2022,DE,Germany,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),6.87257438551096,124.1056864840484,Recovery
2023,DE,Germany,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),5.94643667725823,-13.4758484419645,Recovery
2024,DE,Germany,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.2564981433876,-62.05293580242039,Recovery
2015,JP,Japan,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.795279630579839,,Pre-Trade War
2016,JP,Japan,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),-0.127258844489754,-116.0017734135815,Pre-Trade War
2017,JP,Japan,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.484199796126385,-480.48419979592813,Pre-Trade War
2018,JP,Japan,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.989094598021848,104.27406329672975,Trade War 1.0
2019,JP,Japan,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.46877615938395,-52.605528296132164,Trade War 1.0
2020,JP,Japan,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),-0.024995834027731,-105.33214702312928,Trade War 1.0
2021,JP,Japan,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),-0.233352779398264,833.5666861100798,Recovery
2022,JP,Japan,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.49770278172255,-1170.3548456389767,Recovery
2023,JP,Japan,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.26813365933163,30.84557871524447,Recovery
2024,JP,Japan,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.73853681635241,-16.204870980935592,Recovery
2015,KR,South Korea,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.70633177245575,,Pre-Trade War
2016,KR,South Korea,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.971685739912168,37.567893418392394,Pre-Trade War
2017,KR,South Korea,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.94433230786366,100.0988825913418,Pre-Trade War
2018,KR,South Korea,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.47583935002645,-24.09531312844191,Trade War 1.0
2019,KR,South Korea,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.383000303608136,-74.04864536229692,Trade War 1.0
2020,KR,South Korea,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.537288023411737,40.28396801519494,Trade War 1.0
2021,KR,South Korea,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.49833333333339,364.98958183902334,Recovery
2022,KR,South Korea,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),5.08951365062842,103.71635692975202,Recovery
2023,KR,South Korea,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.5974562502901,-29.316306090545417,Recovery
2024,KR,South Korea,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.32174328643542,-35.46152823267291,Recovery
2015,IN,India,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),4.90697344127256,,Pre-Trade War
2016,IN,India,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),4.94821634062141,0.8404956709558764,Pre-Trade War
2017,IN,India,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.32817337461298,-32.739938080495904,Pre-Trade War
2018,IN,India,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.9388264669163,18.347995238509185,Trade War 1.0
2019,IN,India,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.72950573539129,-5.314291789272119,Trade War 1.0
2020,IN,India,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),6.62343677628535,77.59556483402044,Trade War 1.0
2021,IN,India,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),5.13140747176369,-22.526512366868868,Recovery
2022,IN,India,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),6.69903414079852,30.549643107878733,Recovery
2023,IN,India,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),5.64914318907925,-15.672273489773914,Recovery
2024,IN,India,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),4.95303550973656,-12.322358560292523,Recovery
2015,FR,France,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.0375143805125181,,Pre-Trade War
2016,FR,France,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.183334861123764,388.70555402770776,Pre-Trade War
2017,FR,France,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.03228275064681,463.05862634054427,Pre-Trade War
2018,FR,France,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.85081508315492,79.29342343415429,Trade War 1.0
2019,FR,France,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.10825492288293,-40.12071043889559,Trade War 1.0
2020,FR,France,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.476498852725065,-57.00458054492218,Trade War 1.0
2021,FR,France,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.64233141038393,244.66639342184075,Recovery
2022,FR,France,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),5.22236748369725,217.98499685738886,Recovery
2023,FR,France,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),4.8783572650844,-6.587246487091381,Recovery
2024,FR,France,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.99904942291462,-59.022078247070844,Recovery
2015,BR,Brazil,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),9.02990102416136,,Pre-Trade War
2016,BR,Brazil,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),8.73914352329393,-3.219941171995666,Pre-Trade War
2017,BR,Brazil,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.44637335032669,-60.56394609906013,Pre-Trade War
2018,BR,Brazil,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.66485028376728,6.339328657467713,Trade War 1.0
2019,BR,Brazil,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.73297621216893,1.8589007224496967,Trade War 1.0
2020,BR,Brazil,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.21176803803376,-13.96226883086239,Trade War 1.0
2021,BR,Brazil,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),8.30165975585673,158.47631764026758,Recovery
2022,BR,Brazil,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),9.28010608956872,11.786153160778557,Recovery
2023,BR,Brazil,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),4.59356282283203,-50.5009664922321,Recovery
2024,BR,Brazil,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),4.36746407652336,-4.9220780259031205,Recovery
2015,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),0.631200905175754,,Pre-Trade War
2016,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.66824816969082,322.7256564132877,Pre-Trade War
2017,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.52025688811617,31.93138959499693,Pre-Trade War
2018,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.53962805942641,0.5502772077695228,Trade War 1.0
2019,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),2.7958236745225,-21.01363116170014,Trade War 1.0
2020,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.22093436652514,15.205203957479373,Trade War 1.0
2021,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),1.83471554810444,-43.037785334204216,Recovery
2022,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.15650749963129,72.04342672587455,Recovery
2023,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.25289282667662,3.053543419636706,Recovery
2024,VN,Vietnam,Inflation,FP.CPI.TOTL.ZG,CPI inflation (annual %),3.62109273885843,11.319152883311823,Recovery
2015,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),27.8235649187872,,Pre-Trade War
2016,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),26.6079620604584,-4.368968756796477,Pre-Trade War
2017,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),27.3130208877206,2.649803940866158,Pre-Trade War
2018,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),27.6103792720958,1.0887055869710949,Trade War 1.0
2019,US,USA,Trade,NE.TRD.GNFS.ZS,Trade (% of GDP),26.4537594940475,-4.1890760233678765,Trade War 1.0
